job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name
1096,Davis-Moore,Retail,Computer Vision Engineer,"PyTorch, Python, FastAPI, Azure, LangChain",Senior,Full-time,"North Jessica, VC",135458-162633,2025/9/19,Mid,"FastAPI, KDB+, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['PyTorch', 'Python', 'FastAPI', 'Azure', 'LangChain']","['FastAPI', 'KDB+', 'TensorFlow']",5,3,135458,162633,149045.5,High (100K-150K),North Jessica,VC,Saint Vincent and the Grenadines,Caribbean,Retail,Retail & E-commerce,Senior,Full-Time,Mid,2025-09-19,2025,9,3,September
1097,Clark PLC,Retail,NLP Engineer,"GCP, Scikit-learn, CUDA, R, AWS, Pandas",Mid,Internship,"New Austin, BZ",120849-175578,2025/3/20,Startup,TensorFlow,Nlp Engineer,NLP Engineer,"['GCP', 'Scikit-learn', 'CUDA', 'R', 'AWS', 'Pandas']",['TensorFlow'],6,1,120849,175578,148213.5,High (100K-150K),New Austin,BZ,Belize,Central America,Retail,Retail & E-commerce,Mid,Internship,Startup,2025-03-20,2025,3,1,March
1098,Lynch-Coffey,Automotive,ML Engineer,"Azure, R, Hugging Face, SQL, MLflow, Flask",Entry,Internship,"Deborahton, CV",114398-162569,2023/10/11,Large,"TensorFlow, LangChain",Ml Engineer,ML Engineer,"['Azure', 'R', 'Hugging Face', 'SQL', 'MLflow', 'Flask']","['TensorFlow', 'LangChain']",6,2,114398,162569,138483.5,High (100K-150K),Deborahton,CV,Unknown,Other,Automotive,Automotive & Transportation,Entry,Internship,Large,2023-10-11,2023,10,4,October
1099,Archer Ltd,Tech,AI Product Manager,"Keras, Azure, C++, Reinforcement Learning, Hugging Face",Entry,Remote,"Allisonview, ET",102033-129786,2024/9/16,Mid,Scikit-learn,Ai Product Manager,AI Product Manager,"['Keras', 'Azure', 'C++', 'Reinforcement Learning', 'Hugging Face']",['Scikit-learn'],5,1,102033,129786,115909.5,High (100K-150K),Allisonview,ET,Ethiopia,Africa,Tech,Technology,Entry,Remote,Mid,2024-09-16,2024,9,3,September
1100,"Estrada, Perry and Jackson",E-commerce,AI Product Manager,"NumPy, Hugging Face, CUDA, Flask",Mid,Internship,"Eatonmouth, PW",109096-152219,2023/10/13,Startup,"TensorFlow, BigQuery",Ai Product Manager,AI Product Manager,"['NumPy', 'Hugging Face', 'CUDA', 'Flask']","['TensorFlow', 'BigQuery']",4,2,109096,152219,130657.5,High (100K-150K),Eatonmouth,PW,Palau,Oceania,E-Commerce,Retail & E-commerce,Mid,Internship,Startup,2023-10-13,2023,10,4,October
1101,Shelton-Ellison,Healthcare,NLP Engineer,"FastAPI, C++, R, Scikit-learn, GCP, Flask",Mid,Internship,"Davistown, NA",42116-124383,2024/6/21,Large,"PyTorch, FastAPI, MLflow",Nlp Engineer,NLP Engineer,"['FastAPI', 'C++', 'R', 'Scikit-learn', 'GCP', 'Flask']","['PyTorch', 'FastAPI', 'MLflow']",6,3,42116,124383,83249.5,Mid (70K-100K),Davistown,NA,Unknown,Other,Healthcare,Healthcare,Mid,Internship,Large,2024-06-21,2024,6,2,June
1102,Montgomery Inc,Finance,Data Scientist,"Power BI, R, Python, C++, SQL",Entry,Internship,"Danielside, SZ",101352-179549,2024/7/25,Large,KDB+,Data Scientist,Data Scientist,"['Power BI', 'R', 'Python', 'C++', 'SQL']",['KDB+'],5,1,101352,179549,140450.5,High (100K-150K),Danielside,SZ,Unknown,Other,Finance,Finance & Banking,Entry,Internship,Large,2024-07-25,2024,7,3,July
1103,"Rios, Evans and Foster",Retail,AI Researcher,"R, Python, Reinforcement Learning",Senior,Full-time,"Hernandezland, ZA",66107-154510,2024/11/21,Large,"FastAPI, PyTorch",Ai Researcher,AI Researcher,"['R', 'Python', 'Reinforcement Learning']","['FastAPI', 'PyTorch']",3,2,66107,154510,110308.5,High (100K-150K),Hernandezland,ZA,South Africa,Africa,Retail,Retail & E-commerce,Senior,Full-Time,Large,2024-11-21,2024,11,4,November
1104,"Garcia, Lopez and Santiago",Finance,NLP Engineer,"LangChain, Azure, PyTorch, FastAPI",Senior,Remote,"New Jared, BB",47058-61355,2024/12/3,Mid,Scikit-learn,Nlp Engineer,NLP Engineer,"['LangChain', 'Azure', 'PyTorch', 'FastAPI']",['Scikit-learn'],4,1,47058,61355,54206.5,Low (<70K),New Jared,BB,Barbados,Caribbean,Finance,Finance & Banking,Senior,Remote,Mid,2024-12-03,2024,12,4,December
1105,Bell Group,Finance,AI Researcher,"Hugging Face, GCP, FastAPI",Entry,Full-time,"Nicholaschester, KE",134451-175964,2023/11/11,Startup,LangChain,Ai Researcher,AI Researcher,"['Hugging Face', 'GCP', 'FastAPI']",['LangChain'],3,1,134451,175964,155207.5,Very High (>150K),Nicholaschester,KE,Kenya,Africa,Finance,Finance & Banking,Entry,Full-Time,Startup,2023-11-11,2023,11,4,November
1106,Stevens-Foster,Tech,Data Analyst,"Power BI, Python, Pandas, AWS",Entry,Full-time,"Blairside, GH",65526-112033,2024/3/13,Startup,"Scikit-learn, PyTorch, BigQuery",Data Analyst,Data Analyst,"['Power BI', 'Python', 'Pandas', 'AWS']","['Scikit-learn', 'PyTorch', 'BigQuery']",4,3,65526,112033,88779.5,Mid (70K-100K),Blairside,GH,Ghana,Africa,Tech,Technology,Entry,Full-Time,Startup,2024-03-13,2024,3,1,March
1107,Sawyer PLC,E-commerce,NLP Engineer,"Hugging Face, Azure, SQL",Mid,Internship,"Bryceport, AO",98233-144034,2025/1/17,Large,"MLflow, BigQuery, PyTorch",Nlp Engineer,NLP Engineer,"['Hugging Face', 'Azure', 'SQL']","['MLflow', 'BigQuery', 'PyTorch']",3,3,98233,144034,121133.5,High (100K-150K),Bryceport,AO,Angola,Africa,E-Commerce,Retail & E-commerce,Mid,Internship,Large,2025-01-17,2025,1,1,January
1108,Hurley-Scott,Healthcare,Quant Researcher,"R, CUDA, Reinforcement Learning",Senior,Internship,"West Christian, SO",63107-93304,2024/7/24,Startup,"TensorFlow, BigQuery, MLflow",Quant Researcher,Quant Researcher,"['R', 'CUDA', 'Reinforcement Learning']","['TensorFlow', 'BigQuery', 'MLflow']",3,3,63107,93304,78205.5,Mid (70K-100K),West Christian,SO,Unknown,Other,Healthcare,Healthcare,Senior,Internship,Startup,2024-07-24,2024,7,3,July
1109,Black-Bennett,Tech,Quant Researcher,"Reinforcement Learning, Hugging Face, CUDA, MLflow, AWS, PyTorch",Mid,Contract,"Lake Toddmouth, IN",111226-163698,2024/9/13,Mid,"LangChain, TensorFlow, KDB+",Quant Researcher,Quant Researcher,"['Reinforcement Learning', 'Hugging Face', 'CUDA', 'MLflow', 'AWS', 'PyTorch']","['LangChain', 'TensorFlow', 'KDB+']",6,3,111226,163698,137462.0,High (100K-150K),Lake Toddmouth,IN,India,Asia,Tech,Technology,Mid,Contract,Mid,2024-09-13,2024,9,3,September
1110,Perez Group,Tech,AI Product Manager,"Scikit-learn, Pandas, FastAPI, AWS, Python",Mid,Contract,"South Erikchester, GA",75074-155545,2023/11/11,Large,"FastAPI, LangChain",Ai Product Manager,AI Product Manager,"['Scikit-learn', 'Pandas', 'FastAPI', 'AWS', 'Python']","['FastAPI', 'LangChain']",5,2,75074,155545,115309.5,High (100K-150K),South Erikchester,GA,Unknown,Other,Tech,Technology,Mid,Contract,Large,2023-11-11,2023,11,4,November
1111,"Saunders, Bradford and Sharp",E-commerce,Quant Researcher,"Pandas, Excel, Flask, LangChain, Scikit-learn, TensorFlow",Mid,Full-time,"Port Meganstad, GW",80973-145159,2023/10/3,Large,"KDB+, LangChain, PyTorch",Quant Researcher,Quant Researcher,"['Pandas', 'Excel', 'Flask', 'LangChain', 'Scikit-learn', 'TensorFlow']","['KDB+', 'LangChain', 'PyTorch']",6,3,80973,145159,113066.0,High (100K-150K),Port Meganstad,GW,Guinea-Bissau,Africa,E-Commerce,Retail & E-commerce,Mid,Full-Time,Large,2023-10-03,2023,10,4,October
1112,Hudson-Gordon,Education,Quant Researcher,"FastAPI, SQL, Scikit-learn",Mid,Contract,"Port Erikaburgh, PG",93507-119377,2024/4/27,Startup,LangChain,Quant Researcher,Quant Researcher,"['FastAPI', 'SQL', 'Scikit-learn']",['LangChain'],3,1,93507,119377,106442.0,High (100K-150K),Port Erikaburgh,PG,Papua New Guinea,Oceania,Education,Education,Mid,Contract,Startup,2024-04-27,2024,4,2,April
1113,"Nelson, Maddox and Klein",Finance,ML Engineer,"Flask, MLflow, Scikit-learn",Senior,Internship,"Philipmouth, GQ",50076-79334,2024/10/21,Large,"Scikit-learn, FastAPI",Ml Engineer,ML Engineer,"['Flask', 'MLflow', 'Scikit-learn']","['Scikit-learn', 'FastAPI']",3,2,50076,79334,64705.0,Low (<70K),Philipmouth,GQ,Equatorial Guinea,Africa,Finance,Finance & Banking,Senior,Internship,Large,2024-10-21,2024,10,4,October
1114,"Clark, Price and Dickson",Automotive,Data Scientist,"C++, Keras, Pandas",Entry,Contract,"Lake Misty, MZ",134300-219809,2025/4/6,Mid,"Scikit-learn, FastAPI, TensorFlow",Data Scientist,Data Scientist,"['C++', 'Keras', 'Pandas']","['Scikit-learn', 'FastAPI', 'TensorFlow']",3,3,134300,219809,177054.5,Very High (>150K),Lake Misty,MZ,Unknown,Other,Automotive,Automotive & Transportation,Entry,Contract,Mid,2025-04-06,2025,4,2,April
1115,Gonzalez PLC,Tech,NLP Engineer,"Keras, Azure, C++",Entry,Internship,"Campbellmouth, IN",97395-189060,2024/12/23,Large,"FastAPI, LangChain",Nlp Engineer,NLP Engineer,"['Keras', 'Azure', 'C++']","['FastAPI', 'LangChain']",3,2,97395,189060,143227.5,High (100K-150K),Campbellmouth,IN,India,Asia,Tech,Technology,Entry,Internship,Large,2024-12-23,2024,12,4,December
1116,Pierce Inc,Automotive,NLP Engineer,"C++, CUDA, Power BI, TensorFlow",Senior,Internship,"Collierchester, PH",144238-220052,2024/1/14,Mid,"Scikit-learn, TensorFlow",Nlp Engineer,NLP Engineer,"['C++', 'CUDA', 'Power BI', 'TensorFlow']","['Scikit-learn', 'TensorFlow']",4,2,144238,220052,182145.0,Very High (>150K),Collierchester,PH,Philippines,Asia,Automotive,Automotive & Transportation,Senior,Internship,Mid,2024-01-14,2024,1,1,January
1117,"House, Bond and Myers",E-commerce,Data Scientist,"R, C++, SQL, GCP, MLflow, TensorFlow",Mid,Contract,"West Cathy, PG",149741-230920,2024/7/4,Large,"LangChain, MLflow, TensorFlow",Data Scientist,Data Scientist,"['R', 'C++', 'SQL', 'GCP', 'MLflow', 'TensorFlow']","['LangChain', 'MLflow', 'TensorFlow']",6,3,149741,230920,190330.5,Very High (>150K),West Cathy,PG,Papua New Guinea,Oceania,E-Commerce,Retail & E-commerce,Mid,Contract,Large,2024-07-04,2024,7,3,July
1118,Johns Inc,Retail,AI Researcher,"LangChain, Reinforcement Learning, Flask",Senior,Contract,"Rodriguezstad, GN",106079-137034,2023/12/8,Mid,"KDB+, TensorFlow, FastAPI",Ai Researcher,AI Researcher,"['LangChain', 'Reinforcement Learning', 'Flask']","['KDB+', 'TensorFlow', 'FastAPI']",3,3,106079,137034,121556.5,High (100K-150K),Rodriguezstad,GN,Unknown,Other,Retail,Retail & E-commerce,Senior,Contract,Mid,2023-12-08,2023,12,4,December
1119,"Matthews, Mcdowell and Reynolds",Automotive,Computer Vision Engineer,"Reinforcement Learning, Excel, Power BI, Hugging Face",Senior,Remote,"Port Jeffstad, MD",98445-165573,2024/11/27,Startup,"TensorFlow, Scikit-learn",Computer Vision Engineer,Computer Vision Engineer,"['Reinforcement Learning', 'Excel', 'Power BI', 'Hugging Face']","['TensorFlow', 'Scikit-learn']",4,2,98445,165573,132009.0,High (100K-150K),Port Jeffstad,MD,Moldova,Europe,Automotive,Automotive & Transportation,Senior,Remote,Startup,2024-11-27,2024,11,4,November
1120,Navarro-Costa,Retail,ML Engineer,"C++, TensorFlow, FastAPI, AWS, Reinforcement Learning",Senior,Contract,"Lawrenceton, BG",43140-88722,2024/9/17,Startup,"KDB+, PyTorch",Ml Engineer,ML Engineer,"['C++', 'TensorFlow', 'FastAPI', 'AWS', 'Reinforcement Learning']","['KDB+', 'PyTorch']",5,2,43140,88722,65931.0,Low (<70K),Lawrenceton,BG,Bulgaria,Europe,Retail,Retail & E-commerce,Senior,Contract,Startup,2024-09-17,2024,9,3,September
1121,Morris Inc,Education,AI Product Manager,"Scikit-learn, LangChain, MLflow, Flask",Mid,Remote,"Zunigaside, DM",52046-121333,2024/1/29,Large,"KDB+, LangChain, Scikit-learn",Ai Product Manager,AI Product Manager,"['Scikit-learn', 'LangChain', 'MLflow', 'Flask']","['KDB+', 'LangChain', 'Scikit-learn']",4,3,52046,121333,86689.5,Mid (70K-100K),Zunigaside,DM,Dominica,Caribbean,Education,Education,Mid,Remote,Large,2024-01-29,2024,1,1,January
1122,"Miller, Pena and Spencer",E-commerce,AI Product Manager,"Keras, FastAPI, Scikit-learn, R, Hugging Face, PyTorch",Entry,Remote,"East Timothy, BF",99858-123912,2025/1/27,Startup,"MLflow, PyTorch",Ai Product Manager,AI Product Manager,"['Keras', 'FastAPI', 'Scikit-learn', 'R', 'Hugging Face', 'PyTorch']","['MLflow', 'PyTorch']",6,2,99858,123912,111885.0,High (100K-150K),East Timothy,BF,Burkina Faso,Africa,E-Commerce,Retail & E-commerce,Entry,Remote,Startup,2025-01-27,2025,1,1,January
1123,"Davis, Sosa and Greene",Finance,Quant Researcher,"Keras, Pandas, R, Excel, SQL",Mid,Contract,"North Kristafort, CV",88347-162648,2024/4/22,Mid,"MLflow, PyTorch, BigQuery",Quant Researcher,Quant Researcher,"['Keras', 'Pandas', 'R', 'Excel', 'SQL']","['MLflow', 'PyTorch', 'BigQuery']",5,3,88347,162648,125497.5,High (100K-150K),North Kristafort,CV,Unknown,Other,Finance,Finance & Banking,Mid,Contract,Mid,2024-04-22,2024,4,2,April
1124,"Klein, Jordan and Lang",E-commerce,NLP Engineer,"AWS, GCP, Azure",Entry,Remote,"Scottport, SZ",111367-142733,2024/12/11,Large,"TensorFlow, MLflow, LangChain",Nlp Engineer,NLP Engineer,"['AWS', 'GCP', 'Azure']","['TensorFlow', 'MLflow', 'LangChain']",3,3,111367,142733,127050.0,High (100K-150K),Scottport,SZ,Unknown,Other,E-Commerce,Retail & E-commerce,Entry,Remote,Large,2024-12-11,2024,12,4,December
1125,"Valdez, Nguyen and Espinoza",Healthcare,Data Analyst,"Power BI, R, LangChain, C++",Entry,Full-time,"Andreatown, SR",78429-144042,2025/8/4,Mid,"BigQuery, KDB+",Data Analyst,Data Analyst,"['Power BI', 'R', 'LangChain', 'C++']","['BigQuery', 'KDB+']",4,2,78429,144042,111235.5,High (100K-150K),Andreatown,SR,Unknown,Other,Healthcare,Healthcare,Entry,Full-Time,Mid,2025-08-04,2025,8,3,August
1126,Patterson-Salazar,Education,Computer Vision Engineer,"C++, Hugging Face, Flask",Senior,Remote,"Port Nicholas, KW",134633-217031,2025/2/27,Large,"PyTorch, BigQuery",Computer Vision Engineer,Computer Vision Engineer,"['C++', 'Hugging Face', 'Flask']","['PyTorch', 'BigQuery']",3,2,134633,217031,175832.0,Very High (>150K),Port Nicholas,KW,Kuwait,Asia,Education,Education,Senior,Remote,Large,2025-02-27,2025,2,1,February
1127,"Thomas, Greene and Munoz",Retail,ML Engineer,"CUDA, FastAPI, Power BI",Senior,Internship,"Lake Jaime, VA",112953-211579,2024/10/17,Mid,"FastAPI, LangChain",Ml Engineer,ML Engineer,"['CUDA', 'FastAPI', 'Power BI']","['FastAPI', 'LangChain']",3,2,112953,211579,162266.0,Very High (>150K),Lake Jaime,VA,Unknown,Other,Retail,Retail & E-commerce,Senior,Internship,Mid,2024-10-17,2024,10,4,October
1128,Torres Ltd,Education,NLP Engineer,"Flask, GCP, C++",Mid,Contract,"Grahambury, BR",144779-159980,2023/12/14,Mid,FastAPI,Nlp Engineer,NLP Engineer,"['Flask', 'GCP', 'C++']",['FastAPI'],3,1,144779,159980,152379.5,Very High (>150K),Grahambury,BR,Brazil,South America,Education,Education,Mid,Contract,Mid,2023-12-14,2023,12,4,December
1129,"Young, Peterson and Wood",Finance,Data Scientist,"Flask, Pandas, PyTorch, Excel",Entry,Contract,"New Masonton, KI",117277-164138,2025/9/5,Mid,"FastAPI, TensorFlow",Data Scientist,Data Scientist,"['Flask', 'Pandas', 'PyTorch', 'Excel']","['FastAPI', 'TensorFlow']",4,2,117277,164138,140707.5,High (100K-150K),New Masonton,KI,Kiribati,Oceania,Finance,Finance & Banking,Entry,Contract,Mid,2025-09-05,2025,9,3,September
1130,Reilly PLC,Retail,NLP Engineer,"Reinforcement Learning, LangChain, Excel, Pandas, Python, Flask",Mid,Internship,"Cabrerafort, GW",53255-64684,2025/9/16,Mid,"TensorFlow, PyTorch",Nlp Engineer,NLP Engineer,"['Reinforcement Learning', 'LangChain', 'Excel', 'Pandas', 'Python', 'Flask']","['TensorFlow', 'PyTorch']",6,2,53255,64684,58969.5,Low (<70K),Cabrerafort,GW,Guinea-Bissau,Africa,Retail,Retail & E-commerce,Mid,Internship,Mid,2025-09-16,2025,9,3,September
1131,Woods-Kelly,Retail,Data Scientist,"C++, Python, R, Excel",Entry,Internship,"Millerborough, AL",113739-165657,2024/6/5,Startup,KDB+,Data Scientist,Data Scientist,"['C++', 'Python', 'R', 'Excel']",['KDB+'],4,1,113739,165657,139698.0,High (100K-150K),Millerborough,AL,Unknown,Other,Retail,Retail & E-commerce,Entry,Internship,Startup,2024-06-05,2024,6,2,June
1132,Moss-Jackson,Retail,Computer Vision Engineer,"LangChain, Pandas, TensorFlow, CUDA",Mid,Remote,"Christopherton, TM",64726-112277,2024/10/24,Mid,"LangChain, KDB+",Computer Vision Engineer,Computer Vision Engineer,"['LangChain', 'Pandas', 'TensorFlow', 'CUDA']","['LangChain', 'KDB+']",4,2,64726,112277,88501.5,Mid (70K-100K),Christopherton,TM,Unknown,Other,Retail,Retail & E-commerce,Mid,Remote,Mid,2024-10-24,2024,10,4,October
1133,Johnson and Sons,Education,NLP Engineer,"MLflow, Flask, AWS",Entry,Contract,"Joneschester, LK",47268-62862,2023/11/23,Startup,"PyTorch, MLflow, TensorFlow",Nlp Engineer,NLP Engineer,"['MLflow', 'Flask', 'AWS']","['PyTorch', 'MLflow', 'TensorFlow']",3,3,47268,62862,55065.0,Low (<70K),Joneschester,LK,Unknown,Other,Education,Education,Entry,Contract,Startup,2023-11-23,2023,11,4,November
1134,Green Group,Automotive,Computer Vision Engineer,"SQL, AWS, Power BI, NumPy, Reinforcement Learning",Senior,Internship,"Ramostown, BI",119846-164604,2025/6/19,Startup,FastAPI,Computer Vision Engineer,Computer Vision Engineer,"['SQL', 'AWS', 'Power BI', 'NumPy', 'Reinforcement Learning']",['FastAPI'],5,1,119846,164604,142225.0,High (100K-150K),Ramostown,BI,Burundi,Africa,Automotive,Automotive & Transportation,Senior,Internship,Startup,2025-06-19,2025,6,2,June
1135,Evans LLC,Automotive,AI Product Manager,"Pandas, SQL, Power BI, Python, Reinforcement Learning",Senior,Internship,"Port Kelsey, KI",66099-141841,2023/11/5,Mid,"PyTorch, TensorFlow, Scikit-learn",Ai Product Manager,AI Product Manager,"['Pandas', 'SQL', 'Power BI', 'Python', 'Reinforcement Learning']","['PyTorch', 'TensorFlow', 'Scikit-learn']",5,3,66099,141841,103970.0,High (100K-150K),Port Kelsey,KI,Kiribati,Oceania,Automotive,Automotive & Transportation,Senior,Internship,Mid,2023-11-05,2023,11,4,November
1136,Chambers PLC,Tech,AI Product Manager,"NumPy, Power BI, LangChain, GCP, Python",Mid,Contract,"Johnberg, VC",72050-137819,2024/3/31,Mid,"PyTorch, MLflow, BigQuery",Ai Product Manager,AI Product Manager,"['NumPy', 'Power BI', 'LangChain', 'GCP', 'Python']","['PyTorch', 'MLflow', 'BigQuery']",5,3,72050,137819,104934.5,High (100K-150K),Johnberg,VC,Saint Vincent and the Grenadines,Caribbean,Tech,Technology,Mid,Contract,Mid,2024-03-31,2024,3,1,March
1137,Conner-Young,Education,AI Product Manager,"Azure, Python, FastAPI",Entry,Remote,"Port Amandaburgh, GA",90239-170922,2025/3/24,Startup,BigQuery,Ai Product Manager,AI Product Manager,"['Azure', 'Python', 'FastAPI']",['BigQuery'],3,1,90239,170922,130580.5,High (100K-150K),Port Amandaburgh,GA,Unknown,Other,Education,Education,Entry,Remote,Startup,2025-03-24,2025,3,1,March
1138,Morris LLC,Automotive,Data Analyst,"Scikit-learn, LangChain, Hugging Face, SQL, Azure, MLflow",Senior,Remote,"East Barrybury, GA",94397-178121,2024/8/2,Large,"LangChain, FastAPI, KDB+",Data Analyst,Data Analyst,"['Scikit-learn', 'LangChain', 'Hugging Face', 'SQL', 'Azure', 'MLflow']","['LangChain', 'FastAPI', 'KDB+']",6,3,94397,178121,136259.0,High (100K-150K),East Barrybury,GA,Unknown,Other,Automotive,Automotive & Transportation,Senior,Remote,Large,2024-08-02,2024,8,3,August
1139,Hawkins-Valdez,Finance,ML Engineer,"CUDA, SQL, NumPy, Python, Flask",Senior,Internship,"Roseton, VE",110310-161110,2024/7/18,Startup,FastAPI,Ml Engineer,ML Engineer,"['CUDA', 'SQL', 'NumPy', 'Python', 'Flask']",['FastAPI'],5,1,110310,161110,135710.0,High (100K-150K),Roseton,VE,Venezuela,South America,Finance,Finance & Banking,Senior,Internship,Startup,2024-07-18,2024,7,3,July
1140,Vance-Mcdowell,Finance,NLP Engineer,"LangChain, CUDA, Excel, Flask",Entry,Internship,"Port Jessica, SG",55784-143211,2024/5/12,Mid,"MLflow, FastAPI",Nlp Engineer,NLP Engineer,"['LangChain', 'CUDA', 'Excel', 'Flask']","['MLflow', 'FastAPI']",4,2,55784,143211,99497.5,Mid (70K-100K),Port Jessica,SG,Singapore,Asia,Finance,Finance & Banking,Entry,Internship,Mid,2024-05-12,2024,5,2,May
1141,Wright LLC,Finance,Quant Researcher,"AWS, Flask, MLflow, FastAPI, Azure",Senior,Remote,"Sandrastad, IE",149975-199905,2024/4/11,Large,"LangChain, KDB+",Quant Researcher,Quant Researcher,"['AWS', 'Flask', 'MLflow', 'FastAPI', 'Azure']","['LangChain', 'KDB+']",5,2,149975,199905,174940.0,Very High (>150K),Sandrastad,IE,Unknown,Other,Finance,Finance & Banking,Senior,Remote,Large,2024-04-11,2024,4,2,April
1142,Silva LLC,Automotive,Data Analyst,"CUDA, Hugging Face, SQL, GCP, C++, Python",Mid,Internship,"Lewisburgh, BF",82338-95759,2025/8/17,Mid,"PyTorch, BigQuery",Data Analyst,Data Analyst,"['CUDA', 'Hugging Face', 'SQL', 'GCP', 'C++', 'Python']","['PyTorch', 'BigQuery']",6,2,82338,95759,89048.5,Mid (70K-100K),Lewisburgh,BF,Burkina Faso,Africa,Automotive,Automotive & Transportation,Mid,Internship,Mid,2025-08-17,2025,8,3,August
1143,"Sanders, Rodriguez and Meyers",Finance,Quant Researcher,"SQL, LangChain, Hugging Face, R",Mid,Remote,"Port Kathyton, GQ",76484-111575,2024/11/28,Large,FastAPI,Quant Researcher,Quant Researcher,"['SQL', 'LangChain', 'Hugging Face', 'R']",['FastAPI'],4,1,76484,111575,94029.5,Mid (70K-100K),Port Kathyton,GQ,Equatorial Guinea,Africa,Finance,Finance & Banking,Mid,Remote,Large,2024-11-28,2024,11,4,November
1144,Allen Group,E-commerce,NLP Engineer,"TensorFlow, NumPy, GCP, Power BI, FastAPI",Entry,Internship,"Williamsville, MG",147639-215331,2024/9/22,Startup,PyTorch,Nlp Engineer,NLP Engineer,"['TensorFlow', 'NumPy', 'GCP', 'Power BI', 'FastAPI']",['PyTorch'],5,1,147639,215331,181485.0,Very High (>150K),Williamsville,MG,Madagascar,Africa,E-Commerce,Retail & E-commerce,Entry,Internship,Startup,2024-09-22,2024,9,3,September
1145,Webb LLC,Education,ML Engineer,"C++, Hugging Face, Excel, GCP, TensorFlow, FastAPI",Mid,Contract,"Sylviaport, BS",63255-108370,2024/10/10,Mid,"KDB+, MLflow",Ml Engineer,ML Engineer,"['C++', 'Hugging Face', 'Excel', 'GCP', 'TensorFlow', 'FastAPI']","['KDB+', 'MLflow']",6,2,63255,108370,85812.5,Mid (70K-100K),Sylviaport,BS,Bahamas,Caribbean,Education,Education,Mid,Contract,Mid,2024-10-10,2024,10,4,October
